0,10.0
1,10.0
2,10.0
3,10.0
5,10.0
6,10.0
8,10.0
9,10.0
11,10.0
12,10.0
13,10.0
14,10.0
17,10.0
18,10.0
19,10.0
20,10.0
21,10.0
22,10.0
23,10.0
24,10.0
25,10.0
26,10.0
27,10.0
28,10.0
29,10.0
32,10.0
33,10.0
35,10.0
36,10.0
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,10.0
45,10.0
46,10.0
48,10.0
49,10.0
50,10.0
51,10.0
52,10.0
53,10.0
55,10.0
56,10.0
57,10.0
59,10.0
61,10.0
63,10.0
64,10.0
65,10.0
66,10.0
68,10.0
69,10.0
70,10.0
71,10.0
72,10.0
73,10.0
74,10.0
75,10.0
77,10.0
80,10.0
81,10.0
82,10.0
83,10.0
84,10.0
85,10.0
87,10.0
88,10.0
90,10.0
92,10.0
93,10.0
94,10.0
95,10.0
97,10.0
98,10.0
99,10.0
100,10.0
101,10.0
102,10.0
103,10.0
104,10.0
105,10.0
106,10.0
107,10.0
108,10.0
112,10.0
114,10.0
116,10.0
117,10.0
118,10.0
119,10.0
120,10.0
135,10.0
136,10.0
137,10.0
138,10.0
139,10.0
140,10.0
141,10.0
142,10.0
143,10.0
144,10.0
145,10.0
146,10.0
147,10.0
148,10.0
149,10.0
150,10.0
151,10.0
152,10.0
153,10.0
154,10.0
155,10.0
156,10.0
157,10.0
159,10.0
160,10.0
161,10.0
162,10.0
163,10.0
166,10.0
167,10.0
170,10.0
171,10.0
172,10.0
173,10.0
174,10.0
176,10.0
177,10.0
195,10.0
196,10.0
197,10.0
198,10.0
199,10.0
200,10.0
201,10.0
202,10.0
203,10.0
204,10.0
205,10.0
206,10.0
208,10.0
209,10.0
210,10.0
211,10.0
213,10.0
214,10.0
215,10.0
217,10.0
218,10.0
219,10.0
220,10.0
221,10.0
224,10.0
225,10.0
226,10.0
228,10.0
229,10.0
230,10.0
231,10.0
232,10.0
233,10.0
234,10.0
235,10.0
236,10.0
238,10.0
240,10.0
241,10.0
242,10.0
243,10.0
245,10.0
248,10.0
249,10.0
250,10.0
251,10.0
252,10.0
253,10.0
254,10.0
255,10.0
256,10.0
257,10.0
258,10.0
259,10.0
260,10.0
261,10.0
262,10.0
263,10.0
264,10.0
265,10.0
266,10.0
267,10.0
268,10.0
269,10.0
270,10.0
271,10.0
272,10.0
273,10.0
274,10.0
275,10.0
276,10.0
277,10.0
278,10.0
279,10.0
280,10.0
281,10.0
282,10.0
284,10.0
286,10.0
287,10.0
289,10.0
290,10.0
291,10.0
292,10.0
293,10.0
295,10.0
296,10.0
297,10.0
298,10.0
299,10.0
300,10.0
301,10.0
302,10.0
303,10.0
304,10.0
305,10.0
306,10.0
307,10.0
308,10.0
309,10.0
310,10.0
312,10.0
313,10.0
314,10.0
315,10.0
317,10.0
318,10.0
319,10.0
321,10.0
322,10.0
323,10.0
324,10.0
325,10.0
326,10.0
327,10.0
328,10.0
329,10.0
330,10.0
331,10.0
332,10.0
333,10.0
334,10.0
335,10.0
336,10.0
337,10.0
338,10.0
339,10.0
340,10.0
341,10.0
342,10.0
343,10.0
344,10.0
345,10.0
346,10.0
347,10.0
348,10.0
349,10.0
350,10.0
351,10.0
352,10.0
353,10.0
354,10.0
355,10.0
356,10.0
357,10.0
358,10.0
359,10.0
360,10.0
361,10.0
362,10.0
363,10.0
364,10.0
365,10.0
366,10.0
367,10.0
368,10.0
369,10.0
370,10.0
371,10.0
372,10.0
373,10.0
374,10.0
375,10.0
376,10.0
377,10.0
2128,10.0
2130,10.0
2136,10.0
2142,10.0
2150,10.0
168,9.0
2060,9.0
2152,9.0
3243,9.0
3254,9.0
3258,9.0
3641,9.0
76,9.0
2098,9.0
2106,9.0
60,9.0
244,9.0
285,9.0
175,9.0
158,9.0
227,9.0
1168,9.0
1171,9.0
1172,9.0
2151,9.0
207,9.0
378,9.0
2124,9.0
2147,9.0
3054,9.0
3055,9.0
3059,9.0
7,9.0
47,9.0
79,9.0
710,9.0
711,9.0
712,9.0
2125,9.0
294,8.0
1942,8.0
1951,8.0
1952,8.0
1953,8.0
1955,8.0
2056,8.0
2057,8.0
2069,8.0
2115,8.0
3242,8.0
3244,8.0
3643,8.0
859,8.0
2093,8.0
2126,8.0
4,8.0
2109,8.0
3247,8.0
3262,8.0
3631,8.0
3632,8.0
15,8.0
3238,8.0
2129,8.0
10,8.0
2118,8.0
2120,8.0
54,8.0
2698,8.0
3063,8.0
2146,8.0
2121,8.0
67,8.0
222,8.0
223,8.0
30,8.0
718,8.0
720,8.0
721,8.0
2149,8.0
239,8.0
2107,8.0
2675,8.0
1538,8.0
2380,8.0
58,8.0
110,8.0
708,8.0
713,8.0
2132,8.0
2145,8.0
1167,8.0
2123,8.0
3058,8.0
2066,7.0
2063,7.0
1458,7.0
1464,7.0
1467,7.0
115,7.0
164,7.0
237,7.0
1034,7.0
1035,7.0
1046,7.0
1047,7.0
1048,7.0
247,7.0
2068,7.0
1404,7.0
1921,7.0
1175,7.0
78,7.0
3252,7.0
3261,7.0
3648,7.0
165,7.0
2429,7.0
2434,7.0
2438,7.0
2439,7.0
2089,7.0
2676,7.0
3253,7.0
3257,7.0
283,7.0
738,7.0
739,7.0
740,7.0
749,7.0
2373,7.0
2378,7.0
2138,7.0
2699,7.0
2704,7.0
3065,7.0
1557,7.0
3803,7.0
3805,7.0
3810,7.0
3263,7.0
722,7.0
1170,7.0
2153,7.0
3068,7.0
2144,7.0
3256,7.0
2119,7.0
3069,7.0
89,7.0
2672,7.0
717,7.0
731,7.0
1016,7.0
2096,7.0
865,7.0
91,7.0
2116,7.0
1539,7.0
2155,7.0
715,7.0
1958,6.0
3245,6.0
1036,6.0
1042,6.0
2114,6.0
2164,6.0
3432,6.0
3251,6.0
2099,6.0
169,6.0
2437,6.0
3260,6.0
34,6.0
2117,6.0
2374,6.0
2133,6.0
1956,6.0
1460,6.0
1463,6.0
1392,6.0
1938,6.0
1950,6.0
1802,6.0
719,6.0
216,6.0
246,6.0
2690,6.0
2695,6.0
2700,6.0
3800,6.0
2679,6.0
864,6.0
1021,6.0
3647,6.0
62,6.0
1023,6.0
2097,6.0
2101,6.0
2105,6.0
2112,6.0
311,6.0
2674,6.0
2687,6.0
3255,6.0
704,6.0
737,6.0
111,6.0
2372,6.0
1174,6.0
320,6.0
709,6.0
1784,6.0
1793,6.0
1795,6.0
1804,6.0
2143,6.0
3264,6.0
723,6.0
733,6.0
2110,6.0
96,6.0
2094,6.0
2671,6.0
3062,6.0
2235,6.0
2238,6.0
2240,6.0
2242,6.0
2243,6.0
2244,6.0
2246,6.0
2248,6.0
