0,10.0
1,10.0
2,10.0
3,10.0
4,10.0
5,10.0
6,10.0
7,10.0
8,10.0
9,10.0
11,10.0
12,10.0
14,10.0
18,10.0
22,10.0
23,10.0
24,10.0
25,10.0
26,10.0
27,10.0
28,10.0
30,10.0
32,10.0
33,10.0
35,10.0
36,10.0
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,10.0
46,10.0
49,10.0
52,10.0
56,10.0
57,10.0
59,10.0
61,10.0
64,10.0
65,10.0
66,10.0
67,10.0
70,10.0
71,10.0
74,10.0
77,10.0
80,10.0
81,10.0
82,10.0
83,10.0
84,10.0
85,10.0
88,10.0
90,10.0
92,10.0
93,10.0
95,10.0
97,10.0
98,10.0
99,10.0
100,10.0
101,10.0
102,10.0
103,10.0
104,10.0
105,10.0
106,10.0
107,10.0
111,10.0
112,10.0
115,10.0
116,10.0
117,10.0
118,10.0
119,10.0
120,10.0
135,10.0
137,10.0
138,10.0
140,10.0
141,10.0
142,10.0
143,10.0
144,10.0
145,10.0
146,10.0
149,10.0
150,10.0
152,10.0
153,10.0
154,10.0
155,10.0
156,10.0
157,10.0
158,10.0
160,10.0
161,10.0
163,10.0
167,10.0
170,10.0
171,10.0
176,10.0
177,10.0
195,10.0
196,10.0
197,10.0
198,10.0
199,10.0
200,10.0
202,10.0
203,10.0
204,10.0
205,10.0
206,10.0
208,10.0
209,10.0
210,10.0
211,10.0
212,10.0
214,10.0
215,10.0
217,10.0
218,10.0
220,10.0
221,10.0
222,10.0
224,10.0
225,10.0
228,10.0
229,10.0
231,10.0
232,10.0
233,10.0
236,10.0
237,10.0
238,10.0
239,10.0
240,10.0
241,10.0
242,10.0
243,10.0
244,10.0
248,10.0
251,10.0
252,10.0
253,10.0
254,10.0
255,10.0
256,10.0
257,10.0
260,10.0
261,10.0
262,10.0
265,10.0
271,10.0
272,10.0
274,10.0
275,10.0
280,10.0
281,10.0
282,10.0
470,10.0
586,10.0
591,10.0
593,10.0
595,10.0
704,10.0
784,10.0
786,10.0
787,10.0
789,10.0
802,10.0
809,10.0
1010,10.0
1019,10.0
1031,10.0
1250,10.0
1255,10.0
1317,10.0
1330,10.0
1906,10.0
2056,10.0
2076,10.0
2078,10.0
2081,10.0
2086,10.0
2116,10.0
2125,10.0
2129,10.0
2136,10.0
2146,10.0
2150,10.0
2299,10.0
2466,10.0
2721,10.0
2764,10.0
3867,10.0
3874,10.0
114,9.0
151,9.0
662,9.0
715,9.0
1013,9.0
1251,9.0
1254,9.0
2372,9.0
3873,9.0
87,9.0
1022,9.0
2334,9.0
2345,9.0
3421,9.0
3430,9.0
3433,9.0
3436,9.0
3437,9.0
3881,9.0
810,9.0
475,9.0
1058,9.0
1326,9.0
2472,9.0
2748,9.0
2758,9.0
29,9.0
94,9.0
456,9.0
681,9.0
683,9.0
708,9.0
2093,9.0
2172,9.0
2740,9.0
73,9.0
139,9.0
172,9.0
1327,9.0
1328,9.0
2059,9.0
2084,9.0
2153,9.0
2837,9.0
2845,9.0
3349,9.0
799,9.0
1021,9.0
1464,9.0
2572,9.0
2575,9.0
2671,9.0
2675,9.0
2679,9.0
2682,9.0
2685,9.0
13,9.0
651,9.0
3257,9.0
16,9.0
162,9.0
201,9.0
223,9.0
245,9.0
1959,9.0
2140,9.0
3242,9.0
3492,9.0
63,9.0
234,9.0
235,9.0
867,9.0
1015,9.0
1413,9.0
1418,9.0
2144,9.0
594,8.0
2363,8.0
2373,8.0
3003,8.0
3017,8.0
2131,8.0
2468,8.0
489,8.0
3018,8.0
219,8.0
1017,8.0
2477,8.0
2478,8.0
2515,8.0
3195,8.0
3204,8.0
588,8.0
785,8.0
3294,8.0
3297,8.0
3301,8.0
3303,8.0
839,8.0
2149,8.0
3422,8.0
2052,8.0
2159,8.0
159,8.0
2074,8.0
2491,8.0
2580,8.0
2582,8.0
778,8.0
2743,8.0
247,8.0
2839,8.0
3122,8.0
776,8.0
2082,8.0
147,8.0
709,8.0
2053,8.0
2164,8.0
2732,8.0
132,8.0
2307,8.0
1810,8.0
1819,8.0
2673,8.0
673,8.0
679,8.0
684,8.0
710,8.0
1353,8.0
2141,8.0
53,8.0
1323,8.0
2305,8.0
21,8.0
653,8.0
273,8.0
399,8.0
2091,8.0
2097,8.0
2106,8.0
1028,8.0
1308,8.0
3488,8.0
3852,8.0
3861,8.0
2123,8.0
2155,8.0
60,8.0
2340,8.0
2752,8.0
168,8.0
473,8.0
2124,8.0
1462,8.0
859,8.0
873,8.0
874,8.0
1421,8.0
1425,8.0
583,8.0
1930,8.0
1961,8.0
2083,8.0
2339,8.0
1419,8.0
461,8.0
1429,8.0
2668,8.0
2590,8.0
2591,8.0
246,8.0
2366,7.0
78,7.0
2362,7.0
3254,7.0
2467,7.0
788,7.0
522,7.0
1275,7.0
1276,7.0
1286,7.0
2181,7.0
2510,7.0
2512,7.0
2520,7.0
1252,7.0
2115,7.0
110,7.0
2489,7.0
2492,7.0
2071,7.0
1947,7.0
3481,7.0
706,7.0
2843,7.0
269,7.0
760,7.0
680,7.0
795,7.0
1246,7.0
266,7.0
1816,7.0
445,7.0
2571,7.0
2581,7.0
1313,7.0
3347,7.0
3350,7.0
3365,7.0
768,7.0
2380,7.0
258,7.0
850,7.0
855,7.0
15,7.0
655,7.0
1006,7.0
1007,7.0
2723,7.0
2744,7.0
477,7.0
3121,7.0
3126,7.0
3239,7.0
1257,7.0
1415,7.0
128,7.0
129,7.0
133,7.0
1012,7.0
648,7.0
2338,7.0
702,7.0
2067,7.0
3871,7.0
468,7.0
1570,7.0
1576,7.0
3863,7.0
2312,7.0
1924,7.0
2105,7.0
2833,7.0
2684,7.0
535,7.0
2151,7.0
2542,7.0
3769,7.0
3791,7.0
3793,7.0
76,7.0
2095,7.0
3292,7.0
3648,7.0
113,7.0
2114,7.0
2096,7.0
1034,7.0
1035,7.0
1243,7.0
1648,7.0
1651,7.0
1656,7.0
3432,7.0
2044,7.0
2119,7.0
2493,7.0
1196,7.0
3496,7.0
667,7.0
20,7.0
2057,7.0
3171,7.0
230,7.0
2761,7.0
3226,7.0
815,7.0
731,7.0
1422,7.0
2527,7.0
2599,7.0
2835,7.0
712,7.0
2094,7.0
1394,7.0
2135,7.0
911,7.0
1463,7.0
2110,7.0
3493,7.0
3797,7.0
3798,7.0
3799,7.0
3803,7.0
3810,7.0
1946,7.0
2769,7.0
1165,7.0
2347,7.0
923,7.0
3258,6.0
2487,6.0
268,6.0
91,6.0
1815,6.0
1359,6.0
1795,6.0
3302,6.0
2570,6.0
2075,6.0
3877,6.0
207,6.0
1005,6.0
520,6.0
1285,6.0
